month,scheme_name,avg_nav,min_nav,max_nav
2023-08,SBI Bluechip Fund - Direct Plan - Growth,88.8723,87.1875,90.8196
2023-08,SBI Bluechip Fund - Regular Plan - Growth,83.7867,69.6996,115.6975
2023-08,SBI Magnum Gilt Fund - Regular Plan - Growth,46.6171,46.3604,46.8424
2023-08,SBI Small Cap Fund - Direct Plan - Growth,102.962,98.52,107.2159
2023-08,SBI Small Cap Fund - Regular Plan - Growth,184.9154,172.2179,202.9479
2023-08,UTI Flexi Cap Fund - Regular - Growth,189.1068,183.3649,195.1865
2023-08,UTI Mid Cap Fund - Regular - Growth,132.4284,127.9674,134.8349
2023-08,UTI Nifty 50 Index Fund - Regular - Growth,113.7903,111.7892,115.3129
2023-07,ABSL Frontline Equity Fund - Regular - Growth,336.3953,328.2234,344.3856
2023-07,ABSL Liquid Fund - Regular - Growth,344.2481,343.2747,345.2219
2023-07,ABSL Small Cap Fund - Regular - Growth,60.914,58.5971,63.5567
2023-07,Axis Bluechip Fund - Direct - Growth,34.3158,33.3263,35.056
2023-07,Axis Bluechip Fund - Regular - Growth,1300.06,49.1755,5170.8441
2023-07,Axis Midcap Fund - Regular - Growth,82.8008,79.3864,85.4049
2023-07,Axis Small Cap Fund - Regular - Growth,77.8137,75.3611,80.2365
2023-07,DSP Midcap Fund - Regular - Growth,129.3659,125.9023,136.57
2023-07,DSP Small Cap Fund - Regular - Growth,136.5359,127.6157,146.0267
2023-07,DSP Top 100 Equity Fund - Regular - Growth,390.5972,376.4315,401.0615
2023-07,HDFC Mid-Cap Opportunities Fund - Direct - Growth,130.0219,127.5353,133.3786
2023-07,HDFC Mid-Cap Opportunities Fund - Regular - Growth,143.6912,140.3063,147.1396
2023-07,HDFC Short Term Debt Fund - Regular - Growth,27.6725,27.5108,27.8515
2023-07,HDFC Top 100 Fund - Direct Plan - Growth,580.6375,124.4182,751.3057
2023-07,HDFC Top 100 Fund - Regular Plan - Growth,578.758,569.5056,586.7206
2023-07,ICICI Pru Bluechip Fund - Direct - Growth,73.9593,71.4439,76.3066
2023-07,ICICI Pru Bluechip Fund - Regular - Growth,77.5419,68.8848,86.3885
2023-07,ICICI Pru Liquid Fund - Regular - Growth,317.3746,316.4547,318.3079
2023-07,ICICI Pru Midcap Fund - Regular - Growth,211.7201,206.4417,217.3928
2023-07,ICICI Pru Value Discovery Fund - Regular - Growth,239.911,228.8385,248.3242
2023-07,Kotak Bluechip Fund - Regular - Growth,272.3129,141.3997,310.3791
2023-07,Kotak Emerging Equity Fund - Regular - Growth,63.3939,62.0242,66.2189
2023-07,Kotak Flexicap Fund - Regular - Growth,81.7684,79.7996,83.158
2023-07,Kotak Liquid Fund - Regular - Growth,3540.2376,3528.2321,3554.1981
2023-07,Mirae Asset Emerging Bluechip Fund - Regular - Growth,140.3679,136.246,143.4889
2023-07,Mirae Asset Large Cap Fund - Regular - Growth,98.4871,95.2109,101.8496
2023-07,Mirae Asset Tax Saver Fund - Regular - Growth,52.4647,51.7751,53.3948
2023-07,Nippon India ETF Nifty 50 BeES,210.0051,203.1861,215.1283
2023-07,Nippon India Gilt Securities Fund - Regular - Growth,33.4148,33.1652,33.6401
2023-07,Nippon India Large Cap Fund - Direct - Growth,55.0632,53.0558,56.3692
2023-07,Nippon India Large Cap Fund - Regular - Growth,68.7009,59.7885,77.1094
2023-07,Nippon India Small Cap Fund - Regular - Growth,105.3988,99.1043,109.2063
2023-07,SBI Bluechip Fund - Direct Plan - Growth,90.2602,87.6227,91.5145
2023-07,SBI Bluechip Fund - Regular Plan - Growth,81.4286,69.7092,115.7012
2023-07,SBI Magnum Gilt Fund - Regular Plan - Growth,46.2678,45.9139,46.6096
2023-07,SBI Small Cap Fund - Direct Plan - Growth,107.566,104.7198,111.1861
2023-07,SBI Small Cap Fund - Regular Plan - Growth,160.2849,147.1786,176.5715
2023-07,UTI Flexi Cap Fund - Regular - Growth,187.7618,183.0462,192.6679
2023-07,UTI Mid Cap Fund - Regular - Growth,129.0161,124.9491,133.3836
2023-07,UTI Nifty 50 Index Fund - Regular - Growth,113.5247,111.0733,116.3961
2023-06,ABSL Frontline Equity Fund - Regular - Growth,338.6028,330.9035,356.2743
2023-06,ABSL Liquid Fund - Regular - Growth,342.3601,341.3787,343.2046
2023-06,ABSL Small Cap Fund - Regular - Growth,59.8829,56.1454,62.5419
2023-06,Axis Bluechip Fund - Direct - Growth,33.7574,33.2876,34.1026
2023-06,Axis Bluechip Fund - Regular - Growth,1597.8244,48.3231,5169.7717
2023-06,Axis Midcap Fund - Regular - Growth,80.1593,78.6907,82.2062
2023-06,Axis Small Cap Fund - Regular - Growth,80.6945,78.3651,83.2353
2023-06,DSP Midcap Fund - Regular - Growth,126.8991,120.4785,132.5097
2023-06,DSP Small Cap Fund - Regular - Growth,141.7569,135.211,146.4274
2023-06,DSP Top 100 Equity Fund - Regular - Growth,386.7523,367.3789,397.5852
2023-06,HDFC Mid-Cap Opportunities Fund - Direct - Growth,131.5776,125.8403,139.8929
2023-06,HDFC Mid-Cap Opportunities Fund - Regular - Growth,144.62,141.0096,148.5671
2023-06,HDFC Short Term Debt Fund - Regular - Growth,28.2245,27.6987,28.6251
2023-06,HDFC Top 100 Fund - Direct Plan - Growth,550.6899,122.7811,770.7397
2023-06,HDFC Top 100 Fund - Regular Plan - Growth,571.042,560.929,580.6856
2023-06,ICICI Pru Bluechip Fund - Direct - Growth,67.7682,64.3438,72.5025
2023-06,ICICI Pru Bluechip Fund - Regular - Growth,77.8928,68.7995,86.0435
2023-06,ICICI Pru Liquid Fund - Regular - Growth,315.1061,313.7941,316.234
2023-06,ICICI Pru Midcap Fund - Regular - Growth,215.3592,208.7148,223.3118
2023-06,ICICI Pru Value Discovery Fund - Regular - Growth,248.0204,238.7027,256.0969
2023-06,Kotak Bluechip Fund - Regular - Growth,260.1659,140.8973,310.4709
2023-06,Kotak Emerging Equity Fund - Regular - Growth,64.279,62.2533,67.5974
2023-06,Kotak Flexicap Fund - Regular - Growth,78.942,73.9882,81.3685
2023-06,Kotak Liquid Fund - Regular - Growth,3519.8051,3514.8357,3527.5376
2023-06,Mirae Asset Emerging Bluechip Fund - Regular - Growth,141.0208,137.7467,145.3453
2023-06,Mirae Asset Large Cap Fund - Regular - Growth,97.3909,95.7673,100.1693
2023-06,Mirae Asset Tax Saver Fund - Regular - Growth,48.5361,45.9821,51.7692
2023-06,Nippon India ETF Nifty 50 BeES,203.494,190.8949,211.8605
2023-06,Nippon India Gilt Securities Fund - Regular - Growth,33.8732,33.622,34.1514
2023-06,Nippon India Large Cap Fund - Direct - Growth,51.27,50.3948,52.9531
2023-06,Nippon India Large Cap Fund - Regular - Growth,65.3786,59.6299,76.7791
2023-06,Nippon India Small Cap Fund - Regular - Growth,102.1119,98.9388,108.1077
2023-06,SBI Bluechip Fund - Direct Plan - Growth,91.4573,87.5988,94.4016
2023-06,SBI Bluechip Fund - Regular Plan - Growth,82.9355,67.1338,115.6714
2023-06,SBI Magnum Gilt Fund - Regular Plan - Growth,45.7431,45.3739,46.1442
2023-06,SBI Small Cap Fund - Direct Plan - Growth,107.8864,106.0051,110.9493
2023-06,SBI Small Cap Fund - Regular Plan - Growth,149.232,144.7074,155.3475
2023-06,UTI Flexi Cap Fund - Regular - Growth,191.2048,184.0728,195.8353
2023-06,UTI Mid Cap Fund - Regular - Growth,128.2899,124.26,131.5893
2023-06,UTI Nifty 50 Index Fund - Regular - Growth,112.095,109.8112,114.2959
2023-05,ABSL Frontline Equity Fund - Regular - Growth,364.0178,353.1202,369.4757
2023-05,ABSL Liquid Fund - Regular - Growth,340.4614,339.6299,341.4438
2023-05,ABSL Small Cap Fund - Regular - Growth,59.4482,55.6043,62.9115
2023-05,Axis Bluechip Fund - Direct - Growth,33.6458,33.0339,34.4174
2023-05,Axis Bluechip Fund - Regular - Growth,1209.2331,48.0302,5168.7266
2023-05,Axis Midcap Fund - Regular - Growth,83.5538,80.6748,86.9318
2023-05,Axis Small Cap Fund - Regular - Growth,81.8037,79.4608,85.1206
2023-05,DSP Midcap Fund - Regular - Growth,117.3627,113.1743,120.4063
2023-05,DSP Small Cap Fund - Regular - Growth,136.5819,132.9317,140.5866
2023-05,DSP Top 100 Equity Fund - Regular - Growth,361.716,352.7259,369.3131
2023-05,HDFC Mid-Cap Opportunities Fund - Direct - Growth,134.4077,131.9814,136.8198
2023-05,HDFC Mid-Cap Opportunities Fund - Regular - Growth,146.9665,141.7513,151.3009
2023-05,HDFC Short Term Debt Fund - Regular - Growth,28.5232,28.2997,28.7494
2023-05,HDFC Top 100 Fund - Direct Plan - Growth,551.2596,122.6212,732.2056
2023-05,HDFC Top 100 Fund - Regular Plan - Growth,566.0106,555.9534,574.5931
2023-05,ICICI Pru Bluechip Fund - Direct - Growth,66.1824,64.0297,68.1186
2023-05,ICICI Pru Bluechip Fund - Regular - Growth,78.9871,68.808,85.591
2023-05,ICICI Pru Liquid Fund - Regular - Growth,312.824,311.5596,313.8103
2023-05,ICICI Pru Midcap Fund - Regular - Growth,198.212,184.017,209.7025
2023-05,ICICI Pru Value Discovery Fund - Regular - Growth,252.8897,243.5209,262.89
2023-05,Kotak Bluechip Fund - Regular - Growth,261.6337,140.1858,309.8646
2023-05,Kotak Emerging Equity Fund - Regular - Growth,65.6724,62.9346,67.6481
2023-05,Kotak Flexicap Fund - Regular - Growth,74.9303,72.3289,76.3834
2023-05,Kotak Liquid Fund - Regular - Growth,3512.8676,3507.5746,3516.8011
2023-05,Mirae Asset Emerging Bluechip Fund - Regular - Growth,133.2038,127.2943,137.3945
2023-05,Mirae Asset Large Cap Fund - Regular - Growth,94.5099,92.4131,96.1521
2023-05,Mirae Asset Tax Saver Fund - Regular - Growth,45.6304,44.8154,47.0442
2023-05,Nippon India ETF Nifty 50 BeES,188.5691,185.4635,191.9428
2023-05,Nippon India Gilt Securities Fund - Regular - Growth,33.5009,33.3811,33.8353
2023-05,Nippon India Large Cap Fund - Direct - Growth,51.7865,51.1529,52.4224
2023-05,Nippon India Large Cap Fund - Regular - Growth,62.3559,58.7659,76.3652
2023-05,Nippon India Small Cap Fund - Regular - Growth,111.2585,105.5317,117.161
2023-05,SBI Bluechip Fund - Direct Plan - Growth,88.38,84.6444,90.5962
2023-05,SBI Bluechip Fund - Regular Plan - Growth,77.0421,64.7977,115.6087
2023-05,SBI Magnum Gilt Fund - Regular Plan - Growth,45.6449,45.2796,45.8754
2023-05,SBI Small Cap Fund - Direct Plan - Growth,118.1978,109.1506,129.1657
2023-05,SBI Small Cap Fund - Regular Plan - Growth,154.076,148.6688,159.4767
2023-05,UTI Flexi Cap Fund - Regular - Growth,194.7522,191.4633,198.9025
2023-05,UTI Mid Cap Fund - Regular - Growth,124.606,121.8388,130.6986
2023-05,UTI Nifty 50 Index Fund - Regular - Growth,106.8695,104.0542,109.6394
2023-04,ABSL Frontline Equity Fund - Regular - Growth,359.5624,347.6599,370.0026
2023-04,ABSL Liquid Fund - Regular - Growth,338.6637,337.769,339.4387
2023-04,ABSL Small Cap Fund - Regular - Growth,54.2098,51.8824,56.7377
2023-04,Axis Bluechip Fund - Direct - Growth,34.9602,34.101,35.4302
2023-04,Axis Bluechip Fund - Regular - Growth,1340.0778,46.3366,5167.6094
2023-04,Axis Midcap Fund - Regular - Growth,85.8031,83.9804,87.3704
2023-04,Axis Small Cap Fund - Regular - Growth,80.2716,76.9111,83.7267
2023-04,DSP Midcap Fund - Regular - Growth,110.2604,101.532,119.4826
2023-04,DSP Small Cap Fund - Regular - Growth,133.2533,124.2304,143.1763
2023-04,DSP Top 100 Equity Fund - Regular - Growth,359.578,354.3503,369.7139
2023-04,HDFC Mid-Cap Opportunities Fund - Direct - Growth,132.3893,130.9048,135.4026
2023-04,HDFC Mid-Cap Opportunities Fund - Regular - Growth,138.81,134.8228,141.9523
2023-04,HDFC Short Term Debt Fund - Regular - Growth,28.2733,28.1176,28.3933
2023-04,HDFC Top 100 Fund - Direct Plan - Growth,544.1056,126.7266,696.6965
2023-04,HDFC Top 100 Fund - Regular Plan - Growth,566.9077,550.7921,574.8786
2023-04,ICICI Pru Bluechip Fund - Direct - Growth,69.147,66.9734,71.3613
2023-04,ICICI Pru Bluechip Fund - Regular - Growth,79.9332,71.6233,85.3715
2023-04,ICICI Pru Liquid Fund - Regular - Growth,311.0117,310.4969,311.6483
2023-04,ICICI Pru Midcap Fund - Regular - Growth,195.106,190.6251,199.4445
2023-04,ICICI Pru Value Discovery Fund - Regular - Growth,265.0546,259.097,270.5162
2023-04,Kotak Bluechip Fund - Regular - Growth,258.0443,148.1713,294.9337
2023-04,Kotak Emerging Equity Fund - Regular - Growth,65.4078,62.3874,67.5346
2023-04,Kotak Flexicap Fund - Regular - Growth,72.4449,70.7977,73.7415
2023-04,Kotak Liquid Fund - Regular - Growth,3492.3772,3479.4493,3506.3159
2023-04,Mirae Asset Emerging Bluechip Fund - Regular - Growth,128.3324,121.2653,132.214
2023-04,Mirae Asset Large Cap Fund - Regular - Growth,92.7927,90.2735,95.3829
2023-04,Mirae Asset Tax Saver Fund - Regular - Growth,47.2346,45.5023,49.5252
2023-04,Nippon India ETF Nifty 50 BeES,189.5829,186.2677,193.0734
2023-04,Nippon India Gilt Securities Fund - Regular - Growth,33.6202,33.4539,33.792
2023-04,Nippon India Large Cap Fund - Direct - Growth,51.5225,50.0239,53.375
2023-04,Nippon India Large Cap Fund - Regular - Growth,64.4807,59.942,76.0297
2023-04,Nippon India Small Cap Fund - Regular - Growth,118.2393,112.9577,123.6143
2023-04,SBI Bluechip Fund - Direct Plan - Growth,81.4588,79.6845,83.1171
2023-04,SBI Bluechip Fund - Regular Plan - Growth,79.1626,66.0912,115.5786
2023-04,SBI Magnum Gilt Fund - Regular Plan - Growth,45.0175,44.6509,45.39
2023-04,SBI Small Cap Fund - Direct Plan - Growth,129.9857,125.2416,141.8406
2023-04,SBI Small Cap Fund - Regular Plan - Growth,151.3079,140.9697,160.7984
2023-04,UTI Flexi Cap Fund - Regular - Growth,196.6409,192.5093,202.5238
2023-04,UTI Mid Cap Fund - Regular - Growth,127.4881,124.1283,131.6112
2023-04,UTI Nifty 50 Index Fund - Regular - Growth,105.3656,101.538,107.4746
2023-03,ABSL Frontline Equity Fund - Regular - Growth,350.6683,343.4145,359.4879
2023-03,ABSL Liquid Fund - Regular - Growth,337.3618,336.735,338.0903
2023-03,ABSL Small Cap Fund - Regular - Growth,56.6712,51.5039,60.5809
2023-03,Axis Bluechip Fund - Direct - Growth,34.7275,34.0383,35.1909
2023-03,Axis Bluechip Fund - Regular - Growth,1432.8565,45.3547,5137.6592
2023-03,Axis Midcap Fund - Regular - Growth,84.3681,80.7325,89.1997
2023-03,Axis Small Cap Fund - Regular - Growth,85.3132,79.6685,87.6152
2023-03,DSP Midcap Fund - Regular - Growth,98.1922,94.2812,102.6699
2023-03,DSP Small Cap Fund - Regular - Growth,119.0717,115.5267,122.2484
2023-03,DSP Top 100 Equity Fund - Regular - Growth,384.3941,371.7061,396.1065
2023-03,HDFC Mid-Cap Opportunities Fund - Direct - Growth,125.6224,120.4527,135.3585
2023-03,HDFC Mid-Cap Opportunities Fund - Regular - Growth,139.8324,134.4285,144.3846
2023-03,HDFC Short Term Debt Fund - Regular - Growth,28.2591,27.9723,28.465
2023-03,HDFC Top 100 Fund - Direct Plan - Growth,521.2094,122.1271,685.6143
2023-03,HDFC Top 100 Fund - Regular Plan - Growth,546.0677,508.6667,570.8065
2023-03,ICICI Pru Bluechip Fund - Direct - Growth,68.9104,67.7243,70.3033
2023-03,ICICI Pru Bluechip Fund - Regular - Growth,77.2498,68.1351,80.5508
2023-03,ICICI Pru Liquid Fund - Regular - Growth,309.6648,308.5959,310.4137
2023-03,ICICI Pru Midcap Fund - Regular - Growth,200.6579,192.3237,211.9717
2023-03,ICICI Pru Value Discovery Fund - Regular - Growth,267.4721,258.8053,277.8107
2023-03,Kotak Bluechip Fund - Regular - Growth,249.786,140.0803,294.2756
2023-03,Kotak Emerging Equity Fund - Regular - Growth,64.0123,62.2992,66.3153
2023-03,Kotak Flexicap Fund - Regular - Growth,71.8501,69.703,73.2925
2023-03,Kotak Liquid Fund - Regular - Growth,3467.6261,3456.9783,3478.7143
2023-03,Mirae Asset Emerging Bluechip Fund - Regular - Growth,123.7216,121.6002,127.0202
2023-03,Mirae Asset Large Cap Fund - Regular - Growth,94.3158,91.1752,97.3741
2023-03,Mirae Asset Tax Saver Fund - Regular - Growth,48.4233,46.7667,50.0892
2023-03,Nippon India ETF Nifty 50 BeES,184.887,179.6601,191.6368
2023-03,Nippon India Gilt Securities Fund - Regular - Growth,33.8836,33.5897,34.1545
2023-03,Nippon India Large Cap Fund - Direct - Growth,53.0904,51.8775,54.1842
2023-03,Nippon India Large Cap Fund - Regular - Growth,62.0981,58.4354,72.158
2023-03,Nippon India Small Cap Fund - Regular - Growth,111.7306,106.759,115.1134
2023-03,SBI Bluechip Fund - Direct Plan - Growth,80.2149,77.6432,81.6118
2023-03,SBI Bluechip Fund - Regular Plan - Growth,77.8198,62.0024,114.9185
2023-03,SBI Magnum Gilt Fund - Regular Plan - Growth,44.1206,43.7444,44.927
2023-03,SBI Small Cap Fund - Direct Plan - Growth,143.6248,137.0604,148.8472
2023-03,SBI Small Cap Fund - Regular Plan - Growth,132.3334,125.1857,142.7697
2023-03,UTI Flexi Cap Fund - Regular - Growth,191.083,183.26,197.5979
2023-03,UTI Mid Cap Fund - Regular - Growth,125.109,121.8539,128.7639
2023-03,UTI Nifty 50 Index Fund - Regular - Growth,104.0371,99.9202,107.354
2023-02,ABSL Frontline Equity Fund - Regular - Growth,353.1664,347.7055,363.5513
2023-02,ABSL Liquid Fund - Regular - Growth,335.9225,334.9776,336.5765
2023-02,ABSL Small Cap Fund - Regular - Growth,53.021,49.8038,56.5025
2023-02,Axis Bluechip Fund - Direct - Growth,34.7763,34.2078,35.2882
2023-02,Axis Bluechip Fund - Regular - Growth,1320.3601,46.1568,5136.4273
2023-02,Axis Midcap Fund - Regular - Growth,82.2474,80.1764,84.0141
2023-02,Axis Small Cap Fund - Regular - Growth,79.5099,77.9319,81.8646
2023-02,DSP Midcap Fund - Regular - Growth,86.612,82.4623,93.8328
2023-02,DSP Small Cap Fund - Regular - Growth,121.6357,117.9081,125.1734
2023-02,DSP Top 100 Equity Fund - Regular - Growth,380.9342,375.2757,389.7797
2023-02,HDFC Mid-Cap Opportunities Fund - Direct - Growth,116.6452,113.3429,121.5191
2023-02,HDFC Mid-Cap Opportunities Fund - Regular - Growth,134.5544,132.8995,138.1007
2023-02,HDFC Short Term Debt Fund - Regular - Growth,28.1355,28.0221,28.314
2023-02,HDFC Top 100 Fund - Direct Plan - Growth,521.7333,123.3993,674.6227
2023-02,HDFC Top 100 Fund - Regular Plan - Growth,493.1681,475.7347,510.0352
2023-02,ICICI Pru Bluechip Fund - Direct - Growth,66.3265,65.1409,68.247
2023-02,ICICI Pru Bluechip Fund - Regular - Growth,76.6382,68.5272,80.0231
2023-02,ICICI Pru Liquid Fund - Regular - Growth,307.5104,306.8678,308.4295
2023-02,ICICI Pru Midcap Fund - Regular - Growth,203.8818,197.4202,210.8699
2023-02,ICICI Pru Value Discovery Fund - Regular - Growth,256.647,243.2813,265.8516
2023-02,Kotak Bluechip Fund - Regular - Growth,248.1963,141.2125,288.5087
2023-02,Kotak Emerging Equity Fund - Regular - Growth,63.6928,62.1297,64.7573
2023-02,Kotak Flexicap Fund - Regular - Growth,67.2093,64.2381,69.5258
2023-02,Kotak Liquid Fund - Regular - Growth,3446.7134,3439.7806,3455.3639
2023-02,Mirae Asset Emerging Bluechip Fund - Regular - Growth,126.0347,123.6939,128.7728
2023-02,Mirae Asset Large Cap Fund - Regular - Growth,95.5115,93.1235,99.0347
2023-02,Mirae Asset Tax Saver Fund - Regular - Growth,45.7851,43.7432,48.7183
2023-02,Nippon India ETF Nifty 50 BeES,176.9145,174.2594,180.7062
2023-02,Nippon India Gilt Securities Fund - Regular - Growth,33.9632,33.6326,34.1748
2023-02,Nippon India Large Cap Fund - Direct - Growth,52.9674,51.8057,53.6493
2023-02,Nippon India Large Cap Fund - Regular - Growth,59.9998,57.5278,70.5127
2023-02,Nippon India Small Cap Fund - Regular - Growth,116.6113,113.0141,120.9069
2023-02,SBI Bluechip Fund - Direct Plan - Growth,74.5911,72.3808,77.4385
2023-02,SBI Bluechip Fund - Regular Plan - Growth,74.1463,60.3269,114.8598
2023-02,SBI Magnum Gilt Fund - Regular Plan - Growth,44.1953,43.8783,44.5142
2023-02,SBI Small Cap Fund - Direct Plan - Growth,145.9802,139.7859,151.4311
2023-02,SBI Small Cap Fund - Regular Plan - Growth,138.8319,134.2449,143.6313
2023-02,UTI Flexi Cap Fund - Regular - Growth,176.9976,172.7191,181.4672
2023-02,UTI Mid Cap Fund - Regular - Growth,127.7916,124.0495,134.0482
2023-02,UTI Nifty 50 Index Fund - Regular - Growth,102.1659,100.276,103.3935
2023-01,ABSL Frontline Equity Fund - Regular - Growth,346.5104,337.9849,357.283
2023-01,ABSL Liquid Fund - Regular - Growth,334.0668,333.2238,334.9052
2023-01,ABSL Small Cap Fund - Regular - Growth,52.1446,48.783,55.1962
2023-01,Axis Bluechip Fund - Direct - Growth,35.3953,33.7858,36.5872
2023-01,Axis Bluechip Fund - Regular - Growth,1247.5689,45.2284,5164.7124
2023-01,Axis Midcap Fund - Regular - Growth,77.7821,73.7456,81.209
2023-01,Axis Small Cap Fund - Regular - Growth,78.0239,76.0091,80.4746
2023-01,DSP Midcap Fund - Regular - Growth,87.9618,84.1202,91.6525
2023-01,DSP Small Cap Fund - Regular - Growth,116.6164,111.1414,124.9672
2023-01,DSP Top 100 Equity Fund - Regular - Growth,370.9606,360.8558,376.5035
2023-01,HDFC Mid-Cap Opportunities Fund - Direct - Growth,115.6069,111.8003,118.2586
2023-01,HDFC Mid-Cap Opportunities Fund - Regular - Growth,128.6138,122.8864,132.8931
2023-01,HDFC Short Term Debt Fund - Regular - Growth,27.8591,27.5147,28.3296
2023-01,HDFC Top 100 Fund - Direct Plan - Growth,524.0884,123.4784,664.6841
2023-01,HDFC Top 100 Fund - Regular Plan - Growth,490.9673,470.8644,510.7491
2023-01,ICICI Pru Bluechip Fund - Direct - Growth,67.3794,64.6711,69.4319
2023-01,ICICI Pru Bluechip Fund - Regular - Growth,78.7785,68.5751,84.5496
2023-01,ICICI Pru Liquid Fund - Regular - Growth,306.16,305.431,306.888
2023-01,ICICI Pru Midcap Fund - Regular - Growth,205.9916,200.326,211.6281
2023-01,ICICI Pru Value Discovery Fund - Regular - Growth,242.405,234.5007,247.0997
2023-01,Kotak Bluechip Fund - Regular - Growth,249.6992,141.0957,285.1716
2023-01,Kotak Emerging Equity Fund - Regular - Growth,65.8216,62.6018,70.1265
2023-01,Kotak Flexicap Fund - Regular - Growth,60.7488,57.5984,63.4671
2023-01,Kotak Liquid Fund - Regular - Growth,3429.0859,3419.8712,3437.9024
2023-01,Mirae Asset Emerging Bluechip Fund - Regular - Growth,122.4837,117.3502,127.1267
2023-01,Mirae Asset Large Cap Fund - Regular - Growth,98.1527,95.1976,100.7991
2023-01,Mirae Asset Tax Saver Fund - Regular - Growth,42.4523,39.4877,44.9425
2023-01,Nippon India ETF Nifty 50 BeES,170.6297,167.3993,175.4237
2023-01,Nippon India Gilt Securities Fund - Regular - Growth,33.8465,33.6003,34.1065
2023-01,Nippon India Large Cap Fund - Direct - Growth,53.4649,52.4815,55.1447
2023-01,Nippon India Large Cap Fund - Regular - Growth,58.2817,53.1963,74.703
2023-01,Nippon India Small Cap Fund - Regular - Growth,109.4332,102.6502,113.0082
2023-01,SBI Bluechip Fund - Direct Plan - Growth,71.3908,68.4623,73.5173
2023-01,SBI Bluechip Fund - Regular Plan - Growth,72.9096,59.4887,115.4928
2023-01,SBI Magnum Gilt Fund - Regular Plan - Growth,43.9472,43.6773,44.247
2023-01,SBI Small Cap Fund - Direct Plan - Growth,155.0387,143.2711,165.7647
2023-01,SBI Small Cap Fund - Regular Plan - Growth,128.3671,123.3764,138.2315
2023-01,UTI Flexi Cap Fund - Regular - Growth,171.3094,168.3969,174.5444
2023-01,UTI Mid Cap Fund - Regular - Growth,119.9509,117.198,124.1958
2023-01,UTI Nifty 50 Index Fund - Regular - Growth,101.5843,99.742,103.0963
2022-12,ABSL Frontline Equity Fund - Regular - Growth,341.2585,333.6511,346.4641
2022-12,ABSL Liquid Fund - Regular - Growth,331.7895,330.3978,333.0072
2022-12,ABSL Small Cap Fund - Regular - Growth,50.6645,48.2133,53.1446
2022-12,Axis Bluechip Fund - Direct - Growth,35.5709,34.6855,36.6082
2022-12,Axis Bluechip Fund - Regular - Growth,1289.6643,45.3387,4814.8064
2022-12,Axis Midcap Fund - Regular - Growth,71.8909,69.4055,74.901
2022-12,Axis Small Cap Fund - Regular - Growth,74.744,72.9002,77.7554
2022-12,DSP Midcap Fund - Regular - Growth,86.2415,79.6525,91.3378
2022-12,DSP Small Cap Fund - Regular - Growth,106.0532,102.0526,110.8165
2022-12,DSP Top 100 Equity Fund - Regular - Growth,359.2054,346.0354,367.8556
2022-12,HDFC Mid-Cap Opportunities Fund - Direct - Growth,114.4796,111.9926,118.1645
2022-12,HDFC Mid-Cap Opportunities Fund - Regular - Growth,118.0348,106.2683,125.3221
2022-12,HDFC Short Term Debt Fund - Regular - Growth,27.4759,27.2938,27.6977
2022-12,HDFC Top 100 Fund - Direct Plan - Growth,508.1581,106.8265,670.3762
2022-12,HDFC Top 100 Fund - Regular Plan - Growth,480.9635,469.1246,493.7241
2022-12,ICICI Pru Bluechip Fund - Direct - Growth,67.8449,66.1842,69.1814
2022-12,ICICI Pru Bluechip Fund - Regular - Growth,77.6159,65.4083,83.6159
2022-12,ICICI Pru Liquid Fund - Regular - Growth,305.0378,304.3508,305.5667
2022-12,ICICI Pru Midcap Fund - Regular - Growth,208.5288,201.0321,214.0601
2022-12,ICICI Pru Value Discovery Fund - Regular - Growth,219.901,211.6536,233.2509
2022-12,Kotak Bluechip Fund - Regular - Growth,235.7041,120.1196,276.9699
2022-12,Kotak Emerging Equity Fund - Regular - Growth,64.2185,61.8636,68.7199
2022-12,Kotak Flexicap Fund - Regular - Growth,57.5658,55.7432,58.6314
2022-12,Kotak Liquid Fund - Regular - Growth,3405.4898,3396.7421,3417.6992
2022-12,Mirae Asset Emerging Bluechip Fund - Regular - Growth,119.291,115.1116,122.8939
2022-12,Mirae Asset Large Cap Fund - Regular - Growth,98.0695,95.475,101.05
2022-12,Mirae Asset Tax Saver Fund - Regular - Growth,41.1136,39.9733,41.9677
2022-12,Nippon India ETF Nifty 50 BeES,163.2004,156.817,168.8951
2022-12,Nippon India Gilt Securities Fund - Regular - Growth,33.6832,33.3542,33.9836
2022-12,Nippon India Large Cap Fund - Direct - Growth,54.088,51.7633,55.4572
2022-12,Nippon India Large Cap Fund - Regular - Growth,52.2722,49.2154,61.7656
2022-12,Nippon India Small Cap Fund - Regular - Growth,93.6545,88.2797,99.408
2022-12,SBI Bluechip Fund - Direct Plan - Growth,67.0709,66.0312,68.2041
2022-12,SBI Bluechip Fund - Regular Plan - Growth,74.3351,60.0187,121.0236
2022-12,SBI Magnum Gilt Fund - Regular Plan - Growth,43.5758,43.1127,44.1696
2022-12,SBI Small Cap Fund - Direct Plan - Growth,146.1583,135.3172,153.5064
2022-12,SBI Small Cap Fund - Regular Plan - Growth,130.4056,126.5588,135.5535
2022-12,UTI Flexi Cap Fund - Regular - Growth,175.9201,171.6142,182.5269
2022-12,UTI Mid Cap Fund - Regular - Growth,117.393,114.1285,120.0657
2022-12,UTI Nifty 50 Index Fund - Regular - Growth,102.0367,100.0097,104.2766
